source,target,exposure
NP,5A,7.697
HK,5A,43.766
ZA,5A,38.647
NO,5A,6229.632
CZ,5A,10.588
OM,5A,430.808
HR,5A,2.006
ZW,5A,0.191
NZ,5A,186.647
HN,5A,0.003
DE,5A,274.16
WS,5A,75.032
NG,5A,661.693
GQ,5A,1.009
NE,5A,215.833
NL,5A,110103.455
GT,5A,1.0
CY,5A,81.057
NI,5A,15.861
GR,5A,1.003
VE,5A,-0.906
MZ,5A,734.214
GI,5A,0.004
CO,5A,1.0
5J,5A,413.0
MY,5A,210.063
GH,5A,1.0
CN,5A,4674.833
VN,5A,78.746
NC,5A,3224.367
VG,5A,1.0
UY,5A,0.98
MV,5A,56.935
CI,5A,-0.46
US,5A,499.264
MU,5A,1055.49
GB,5A,7500.206
CH,5A,311.51
MX,5A,4689.719
GG,5A,0.011
UZ,5A,60.9
MW,5A,2.222
GE,5A,-0.982
CL,5A,16.017
TZ,5A,7.274
MO,5A,24.845
TW,5A,105.604
MN,5A,105.966
CA,5A,96.534
TT,5A,13.054
MM,5A,13.188
5J,BM,1264.569
UG,5A,107.103
MT,5A,2574.568
UA,5A,3.017
MR,5A,83.992
FR,5A,3857.515
MH,5A,760.017
ES,5A,8.704
TJ,5A,0.013
MG,5A,330.438
EG,5A,1.047
BS,5A,516.255
TR,5A,1053.336
ML,5A,222.225
FI,5A,1420.901
BZ,5A,3.383
TN,5A,1.174
MK,5A,320.551
MA,5A,6282.006
DZ,5A,0.176
TC,5A,1.0
LY,5A,8.962
DO,5A,0.003
BN,5A,43.682
TH,5A,65.363
ME,5A,474.349
EE,5A,0.035
BR,5A,82.356
TG,5A,-1.0
MD,5A,167.878
EC,5A,0.005
SX,5A,0.128
LT,5A,1408.652
SV,5A,0.028
LR,5A,223.823
DE,5A,4318.673
BH,5A,72.729
SZ,5A,0.01
LV,5A,611.495
BM,5A,190.021
SY,5A,0.344
LU,5A,126357.598
DK,5A,78.526
SR,5A,0.173
LC,5A,35.41
CY,5A,0.001
BE,5A,63.842
SN,5A,676.476
LB,5A,790.062
CW,5A,0.001
BD,5A,317.593
LK,5A,578.776
BG,5A,1.0
LI,5A,713.34
CZ,5A,11.325
SK,5A,38.952
KY,5A,6302.26
AZ,5A,8.573
SI,5A,3.575
KW,5A,267.638
CR,5A,0.01
LA,5A,83.923
BB,5A,0.794
SL,5A,4.29
KZ,5A,751.718
CU,5A,2.009
SD,5A,12.134
KN,5A,211.293
CM,5A,8.0
SC,5A,19.718
KH,5A,551.186
CL,5A,-0.956
SG,5A,479.413
KR,5A,1056.477
CO,5A,38.093
AU,5A,1888.782
SE,5A,1964.324
KP,5A,9.004
CN,5A,52.358
AT,5A,19.335
RU,5A,11711.085
JP,5A,4468.432
RS,5A,267.545
JO,5A,1544.517
CF,5A,1.0
SA,5A,9.645
KG,5A,3.588
CI,5A,1.0
RW,5A,-0.965
KE,5A,1846.482
CH,5A,212.678
PY,5A,9.567
IT,5A,46731.308
IS,5A,934.902
5R,5A,21209.912
PT,5A,26.197
IR,5A,260.993
5M,5A,-45.088
RO,5A,3.126
JM,5A,4.635
5J,5A,392017.602
QA,5A,4.996
JE,5A,8514.22
CA,5A,99.525
AE,5A,1478.063
5J,SE,419967.718
5J,SE,375723.847
5J,SE,68571.903
5J,SE,72028.448
5J,SE,44139.906
5J,SE,3455.699
5J,DE,1488649.0
5J,SE,9908.165
5J,ID,557403.598
5J,ID,40.12
5J,ID,560792.261
5J,ID,3348.543
5J,DE,484600.0
5J,DE,2908732.0
5J,DE,5036418.0
5J,DE,2127686.0
5J,IT,3905865.382
5J,IT,600275.036
5J,5A,41508.928
5J,ID,3.264
5J,ID,124106.647
5J,CA,2846.591
5J,BH,17704.0
5J,BH,16010.0
5J,BH,40.0
5J,BH,1654.0
5J,ID,147173.528
5J,ID,23063.617
5J,CL,61.113
5J,CL,61.113
5J,CA,33440.347
5J,CA,30593.755
5J,5A,104883.275
5J,5A,36.747
5J,ID,43.384
5J,ID,685525.548
5J,IT,3291465.401
5J,IT,14124.945
5J,ID,711994.293
5J,ID,26425.361
5J,5A,6400.741
5J,KR,1791.379
5J,KR,2343072.404
5J,5A,1997676.122
5J,5A,1782614.976
5J,KR,177696.469
5J,KR,2522560.252
5J,PH,255855.755
5J,PH,18844.368
5J,PH,274700.123
5J,JE,54.0
5J,DK,31391.027
AE,PH,6.447
5J,IT,13268.397
5J,JE,4392.0
5J,JE,4338.0
CA,PH,57.701
CH,PH,123.318
BN,PH,0.452
BM,PH,0.193
BE,PH,35.782
5J,IN,1544.203
BH,PH,0.185
5J,5A,6326.164
AO,PH,0.066
5J,IN,743.481
5J,IN,2288.532
AU,PH,98.474
AT,PH,0.181
FR,PH,44.714
GB,PH,675.765
EC,PH,2.0
ES,PH,76.192
DK,PH,0.097
DE,PH,350.721
CN,PH,342.428
5J,PH,7051.398
5J,CY,677.678
JP,PH,2658.468
KR,PH,108.861
KP,PH,0.042
IQ,PH,0.059
IN,PH,225.683
IT,PH,3.072
HK,PH,1625.515
5J,LU,284631.133
IE,PH,25.76
5J,ES,2788.821
ID,PH,27.455
1C,LU,59.575
5J,LU,827624.338
5J,LU,542993.205
MX,PH,12.503
MV,PH,0.107
MY,PH,66.232
MO,PH,0.362
MM,PH,0.208
LU,PH,46.3
KY,PH,998.885
KW,PH,25.078
5J,5A,55.536
SG,PH,3683.468
AU,PH,21.408
SE,PH,40.45
QA,PH,45.06
AE,PH,0.108
SA,PH,2.048
PG,PH,20.71
PL,PH,0.082
NL,PH,494.439
OM,PH,0.003
NZ,PH,3.613
NO,PH,90.047
VN,PH,190.914
AR,LU,15.581
VG,PH,451.828
AO,LU,8.294
CN,PH,223.44
AM,LU,10.666
AZ,LU,23.504
AW,LU,0.013
AU,LU,1140.069
AT,LU,1262.978
5J,5A,201847.028
TW,PH,132.557
CA,PH,0.316
AI,LU,0.964
5J,5A,10620.352
AD,LU,253.152
US,PH,4582.744
AE,LU,1122.038
TH,PH,1130.458
BN,PH,0.027
TR,PH,0.002
5J,5A,1767.392
5J,ES,63702.705
5J,ES,63256.203
5J,KR,1840.999
5J,ES,446.502
5J,KR,6.257
5J,KR,315.251
CO,LU,87.003
CN,LU,8025.52
5J,LU,162337.944
CM,LU,0.009
CL,LU,215.837
HK,PH,235.586
CV,LU,0.007
CU,LU,0.096
CR,LU,134.149
1C,LU,0.33
CA,LU,734.271
5J,KR,2162.507
CD,LU,1.277
GB,PH,185.58
BZ,LU,2.446
BY,LU,0.003
CI,LU,2.709
CH,LU,33247.745
CG,LU,1.262
BO,LU,0.964
ES,PH,15.965
BN,LU,0.027
5J,JE,136803.0
5J,JE,135376.0
BM,LU,279.42
EC,PH,2.0
BS,LU,305.516
BR,LU,18052.238
BE,LU,23971.285
5J,JE,20.0
5J,JE,1407.0
BD,LU,2.496
BB,LU,45.111
ZA,PH,0.161
BH,LU,55.501
BG,LU,188.186
BF,LU,0.241
GM,LU,0.136
GI,LU,194.693
GH,LU,67.762
GT,LU,0.436
5J,BM,2953.41
GR,LU,999.671
GA,LU,0.003
FR,LU,133463.354
JP,PH,181.291
KY,PH,998.885
GG,LU,1524.221
GE,LU,5.628
KR,PH,26.477
GB,LU,31702.203
EE,LU,43.861
EC,LU,12.635
DZ,LU,9.169
IQ,PH,0.059
DO,LU,0.797
IN,PH,185.57
FI,LU,1476.978
ES,LU,10801.934
EG,LU,561.817
CZ,LU,372.379
CY,LU,2367.845
CW,LU,18.07
DK,LU,1332.065
5J,BM,2971.694
DE,LU,137916.995
5J,BM,18.284
ID,PH,24.385
LA,LU,0.007
KZ,LU,41.674
NL,PH,284.289
KY,LU,5478.592
KW,LU,340.783
LK,LU,0.856
LI,LU,1659.994
LC,LU,14.988
NZ,PH,0.028
LB,LU,74.253
MY,PH,2.572
KE,LU,8.109
JO,LU,0.015
MX,PH,12.5
JP,LU,7221.681
JM,LU,0.001
KR,LU,424.746
KN,LU,0.532
KH,LU,0.01
IN,LU,682.286
IM,LU,766.93
IL,LU,272.889
JE,LU,2988.106
IT,LU,21181.187
IS,LU,13.115
IR,LU,0.05
MO,PH,0.362
HR,LU,9.029
HN,LU,0.366
HK,LU,3327.14
LU,PH,18.477
IE,LU,18693.532
5J,JE,221.0
ID,LU,81.533
HU,LU,1016.144
NL,LU,15893.258
NI,LU,0.003
NG,LU,21.192
OM,LU,19.989
NZ,LU,58.568
NO,LU,3380.43
MX,LU,123.579
SG,PH,1149.435
MT,LU,339.761
SE,PH,0.069
MU,LU,76.05
NC,LU,20.627
MZ,LU,0.05
MY,LU,60.038
ML,LU,1.73
MK,LU,0.36
MH,LU,107.546
MG,LU,1.625
MO,LU,1399.262
LV,LU,1.281
LT,LU,30.434
PG,PH,20.71
LR,LU,161.353
ME,LU,3.447
MD,LU,0.001
MA,LU,19.31
LY,LU,0.01
PL,PH,0.082
BG,LU,163.405
BF,LU,0.241
BE,LU,3985.701
SN,LU,1.878
BD,LU,0.25
BM,LU,279.42
SY,LU,0.001
SV,LU,0.578
BH,LU,55.436
SG,LU,2217.147
AU,LU,510.495
SE,LU,6672.266
AT,LU,865.596
VN,PH,122.75
AR,LU,7.952
VG,PH,451.828
SC,LU,2.214
AO,LU,8.294
SM,LU,0.004
BB,LU,45.111
SK,LU,116.84
AZ,LU,23.504
SI,LU,10.861
AW,LU,0.013
QA,LU,2230.861
AE,LU,951.487
US,PH,1353.009
PY,LU,10.695
AD,LU,22.772
PT,LU,3958.977
RW,LU,0.484
AM,LU,0.388
SA,LU,1264.356
RU,LU,1751.741
RS,LU,232.371
AI,LU,0.964
RO,LU,1042.396
PF,LU,2.21
PE,LU,100.05
TH,PH,1118.834
PA,LU,641.747
TW,PH,107.348
PL,LU,2166.948
PK,LU,0.023
PH,LU,8.981
ZW,LU,1.358
DE,LU,24353.524
ZM,LU,55.799
ZA,LU,474.645
CZ,LU,332.893
DZ,LU,5.202
DO,LU,0.797
DK,LU,1052.647
VN,LU,44.421
VG,LU,2053.592
CR,LU,134.149
VE,LU,3.903
CO,LU,19.973
VC,LU,0.427
CN,LU,911.876
CY,LU,2367.836
CW,LU,18.07
CV,LU,0.007
CU,LU,0.096
UA,LU,24.246
TZ,LU,13.75
CD,LU,1.277
TW,LU,156.653
CA,LU,278.659
TT,LU,1.618
CM,LU,0.004
UY,LU,58.561
CI,LU,2.708
UZ,LU,123.121
CL,LU,205.719
US,LU,18405.04
CH,LU,5584.022
UG,LU,0.063
CG,LU,1.262
TH,LU,50.227
BR,LU,16413.056
BO,LU,0.964
TC,LU,8.255
BN,LU,0.027
TR,LU,878.434
BZ,LU,2.446
TN,LU,7.921
BY,LU,0.003
BS,LU,158.865
HU,LU,567.607
HR,LU,9.015
HN,LU,0.366
AG,LU,0.01
IM,LU,766.93
IL,LU,249.837
IE,LU,3093.576
ID,LU,8.378
GM,LU,0.136
HK,LU,2412.117
GT,LU,0.436
GR,LU,688.035
GB,LU,16216.753
BW,LU,55.055
GA,LU,0.003
FR,LU,23499.239
5J,IN,840121.544
GI,LU,193.38
GH,LU,59.911
GE,LU,1.869
GY,LU,0.218
GG,LU,1522.246
5J,BE,7419.109
5J,IN,1638.256
ES,LU,5709.483
EG,LU,497.979
EE,LU,43.746
EC,LU,12.609
FI,LU,496.244
5J,IN,841759.8
MA,LU,17.228
LY,LU,0.001
LV,LU,1.281
MH,LU,107.546
MG,LU,1.625
5J,SE,34227.459
ME,LU,3.447
MD,LU,0.001
LC,LU,14.988
LB,LU,74.15
LA,LU,0.007
KZ,LU,35.526
LT,LU,30.346
LR,LU,161.353
LI,LU,95.539
KH,LU,0.01
KE,LU,2.539
JP,LU,46.299
KY,LU,1368.224
KW,LU,4.456
KR,LU,10.866
KN,LU,0.532
IS,LU,4.244
IR,LU,0.011
IN,LU,537.374
JO,LU,0.001
JM,LU,0.001
JE,LU,1791.37
IT,LU,3549.172
5J,5A,26205.587
5J,5A,1716804.47
PH,LU,3.065
PF,LU,2.21
PT,LU,2505.34
PL,LU,1062.596
NO,LU,1074.025
5J,CL,73357.079
NL,LU,11200.326
5J,5A,69718.313
NI,LU,0.003
PE,LU,94.252
PA,LU,113.528
OM,LU,19.873
NZ,LU,45.8
MY,LU,2.852
MZ,LU,0.05
MX,LU,41.131
NG,LU,17.202
5J,CL,-0.03
NC,LU,20.627
ML,LU,1.73
MK,LU,0.36
MU,LU,55.967
MT,LU,339.761
5J,5A,1196.724
5J,CL,80206.763
5J,CL,6849.714
TH,LU,29.939
TW,LU,0.02
TT,LU,1.618
TR,LU,682.285
TN,LU,7.879
SV,LU,0.578
TC,LU,8.255
SY,LU,0.001
5J,5A,9592.847
SK,LU,58.14
SG,LU,415.781
SI,LU,10.677
SE,LU,2065.233
SN,LU,1.878
RS,LU,227.945
RO,LU,962.832
QA,LU,1464.301
PY,LU,10.695
SC,LU,2.214
SA,LU,741.004
RW,LU,0.484
RU,LU,1330.775
VG,LU,2053.513
VN,LU,6.223
VE,LU,3.236
ZM,LU,52.703
ZA,LU,245.837
5J,5A,5010.857
US,LU,12524.782
UG,LU,0.004
UA,LU,24.246
TZ,LU,3.95
VC,LU,0.427
UZ,LU,9.991
UY,LU,58.101
5J,SG,100419.462
5J,SG,170931.122
AG,LU,0.01
BW,LU,54.996
5J,SG,13366.756
5J,SG,57144.904
GY,LU,0.218
GT,5A,1.003
NL,5A,17567.34
NO,5A,8623.499
LI,5A,43.086
JM,IE,2.682
HK,5A,17670.714
NP,5A,0.121
JE,IE,1570.622
NZ,5A,33.141
LR,5A,14.791
IT,IE,24633.381
GM,5A,1.689
KY,5A,1893.143
KE,IE,3.678
NG,5A,2.638
LA,5A,2.654
2B,5A,170.0
GR,5A,319.276
LB,5A,4.061
JP,IE,929.698
GG,5A,18625.451
MX,5A,180.302
KN,5A,7.484
IM,IE,578.98
GH,5A,103.811
MY,5A,379.665
IL,IE,230.138
GI,5A,1261.68
KR,5A,23.0
KW,5A,23.0
ID,IE,17.955
IS,IE,117.465
GA,5A,1.0
MT,5A,9.691
JP,5A,241.604
GB,5A,839242.883
MU,5A,22.061
GD,5A,5.567
GE,5A,50.34
IN,IE,126.899
FI,5A,2911.792
IS,5A,11.587
FJ,5A,0.334
MM,5A,0.265
IT,5A,164.971
JE,5A,32539.213
GR,IE,1153.145
FO,5A,100.205
MO,5A,154.972
FR,5A,52301.025
JO,5A,35.05
EE,5A,129.748
IM,5A,4962.457
HU,IE,800.869
HR,IE,77.109
EG,5A,486.085
IN,5A,195.421
ES,5A,9032.192
ET,5A,1.002
HK,IE,186.74
LV,5A,22.01
HU,5A,-56.239
DO,5A,1.012
LY,5A,0.186
ID,5A,1.0
GG,IE,244.744
DZ,5A,8.052
IE,5A,7418.69
EC,5A,1.0
IL,5A,175.855
LK,5A,7.037
HK,5A,1777.702
DE,5A,63277.096
1W,IE,59.48
DJ,5A,0.041
LT,5A,109.069
DK,5A,4946.857
LU,5A,13203.432
LA,5A,3.39
CW,5A,159.609
LB,5A,0.064
GR,5A,150.985
CY,5A,813.602
LC,5A,4.0
FI,IE,5770.169
CZ,5A,165.064
LI,5A,363.471
GB,IE,118592.854
CO,5A,80.507
KR,5A,712.892
GI,5A,357.279
CR,5A,0.545
KW,5A,122.323
1C,5A,32951.032
FR,IE,88365.283
KY,5A,4647.587
CU,5A,1.0
CI,5A,21.535
CL,5A,-50.202
KH,5A,0.957
DO,IE,0.131
CM,5A,2.0
KN,5A,2.004
GG,5A,4838.209
5J,IE,179842.537
5J,TR,303638.942
5J,TR,68418.307
CN,5A,13383.471
GH,5A,19.0
5J,5A,892205.306
DK,IE,6986.461
ES,IE,19774.177
CD,5A,0.202
FO,5A,100.05
EG,IE,0.073
JO,5A,1.552
FR,5A,2353.47
5J,AT,642158.366
EE,IE,43.237
5J,AT,17.726
JP,5A,4856.348
CH,5A,21216.247
KE,5A,1.061
GB,5A,130986.861
ES,5A,376.624
BZ,5A,67.205
IS,5A,0.266
FI,5A,195.165
IT,5A,4074.265
CA,5A,39565.261
JE,5A,27353.793
DE,IE,82477.127
IE,5A,12754.142
5J,AT,818968.577
IL,5A,12.018
5J,AT,176792.485
CZ,IE,1532.669
BR,5A,5963.781
IM,5A,1434.475
EE,5A,0.271
BS,5A,856.097
IN,5A,5696.142
EG,5A,7.0
CY,IE,130.782
1C,AT,24.981
BI,5A,0.827
HR,5A,0.582
CL,IE,17.079
DK,5A,1536.744
BM,5A,3177.14
HU,5A,174.716
CH,IE,6168.036
BN,5A,15.893
ID,5A,59.759
CR,IE,2.337
1C,IE,6343.526
BE,5A,9476.325
GT,5A,1.0
CY,5A,257.788
CO,IE,10.53
CZ,5A,11.601
5J,IE,380534.023
CN,IE,160.234
5J,IE,200691.487
BG,5A,33.836
HK,5A,2327.233
BH,5A,492.047
DE,5A,1839.502
OM,5A,167.672
PA,5A,534.308
SA,IE,1290.543
PE,5A,35.643
PF,5A,0.035
TC,5A,36.279
RU,IE,78.447
SI,IE,54.27
NL,5A,26629.961
4W,5A,14507.321
SG,IE,1622.051
AU,IE,60.135
NO,5A,9750.421
ZA,5A,1082.608
4Y,5A,25658.484
SE,IE,5141.368
AT,IE,941.495
NP,5A,5.97
5C,5A,151828.934
5J,NO,4382.699
5J,NO,3547.328
NZ,5A,289.033
AR,IE,0.462
VN,5A,25.61
SK,5A,2.391
4T,5A,43685.722
PT,IE,2745.279
5J,5A,81375.646
NG,5A,678.632
SM,5A,0.007
NI,5A,11.392
4U,5A,2358.377
PL,IE,3202.171
5J,NO,835.371
RS,IE,114.651
MX,5A,363.27
RO,IE,773.351
MY,5A,802.543
SE,5A,2110.737
QA,IE,759.927
AE,IE,934.805
MZ,5A,1.481
VE,5A,14.0
SG,5A,1724.16
VG,5A,1.011
SI,5A,0.02
MR,5A,0.656
UA,5A,0.145
PA,IE,87.484
MT,5A,357.633
UG,5A,1.0
RU,5A,5.0
OM,IE,2.668
MU,5A,522.617
US,5A,22683.505
NZ,IE,100.404
MV,5A,7.401
SA,5A,76.945
MW,5A,1.0
SC,5A,149.021
TR,5A,133.716
PK,IE,2.597
MM,5A,5.602
TT,5A,1.0
4L,5A,190205.446
PH,IE,0.718
MN,5A,7.761
TW,5A,428.495
QA,5A,67.148
PG,IE,0.4
MO,5A,170.838
RO,5A,0.134
PE,IE,12.844
ME,5A,4.048
TH,5A,173.969
PK,5A,5.0
MG,5A,1.182
PL,5A,68.603
MH,5A,48.983
MK,5A,1.0
PT,5A,1.665
NO,IE,2946.833
LV,5A,23.109
PE,5A,18.0
NL,IE,43077.902
LY,5A,51.342
TC,5A,0.016
5J,TR,10523.85
5J,TR,224696.785
MA,5A,15.354
5J,JE,5.0
PH,5A,2.001
NG,IE,3.786
LK,5A,24.431
MU,IE,71.091
LR,5A,37.445
NZ,5A,59.267
MT,IE,172.584
LT,5A,118.015
OM,5A,2.0
LU,5A,75668.544
PA,5A,299.683
3C,5A,1161.54
MY,IE,9.095
LA,5A,9.461
NG,5A,7.0
2Z,5A,19051.027
MX,IE,782.102
LB,5A,240.16
LC,5A,4.0
NL,5A,3342.847
LI,5A,456.184
NO,5A,312.071
5J,SG,1357804.866
5J,SG,797689.775
KR,5A,1073.108
SG,5A,10834.114
MH,IE,105.946
5J,JE,63383.0
5J,JE,63378.0
KW,5A,696.466
2W,5A,0.01
5J,SG,106179.903
KY,5A,41224.467
SK,5A,1298.717
5J,SG,453935.188
KZ,5A,22.15
5J,5A,262.905
SA,5A,159.416
2R,5A,0.01
KH,5A,9.779
KN,5A,9.853
MX,5A,89.131
SE,5A,12552.141
MY,5A,7.0
JE,5A,73384.03
QA,5A,11805.107
MN,5A,1.0
JM,5A,4.13
RO,5A,21.966
JO,5A,255.462
RS,5A,0.021
LI,IE,140.299
JP,5A,6230.778
RU,5A,0.018
MT,5A,157.018
2O,5A,0.008
KE,5A,142.654
MU,5A,204.821
IQ,5A,3.866
MH,5A,19.777
MA,IE,27.85
LV,IE,207.727
IR,5A,4.0
PT,5A,35.896
LU,IE,22134.184
IS,5A,13.764
IT,5A,5519.669
2N,5A,3.778
LT,IE,2328.122
IE,5A,70889.179
PG,5A,0.003
KW,IE,1.409
IL,5A,573.446
PH,5A,33.495
KR,IE,223.595
IM,5A,7300.705
PK,5A,11.504
IN,5A,6589.049
PL,5A,914.038
2H,5A,0.002
LB,IE,0.011
HR,5A,1.589
LT,5A,5.946
PA,5A,14.0
LU,5A,17597.426
KZ,IE,1.213
HU,5A,139.769
PE,5A,8.0
ID,5A,498.068
KY,IE,970.005
AR,5A,34.0
AT,5A,1487.433
AU,5A,9994.521
2W,5A,0.011
2O,5A,0.012
AE,AT,692.807
AD,AT,0.362
2R,5A,106.434
AO,5A,0.066
2N,5A,3.779
AD,5A,9.234
4L,5A,17474.389
AE,5A,1204.344
2H,5A,0.002
5K,5A,606460.031
5M,5A,4833.279
5R,5A,678612.341
5C,5A,163056.299
5J,SG,262642.045
3C,5A,75.577
2B,5A,270.585
2Z,5A,8611.715
5J,5A,181138.566
4U,5A,5776.045
4W,5A,14710.215
4Y,5A,30676.047
4T,5A,52625.677
BZ,AT,27.934
BY,AT,49.27
5J,JP,373099.4
5J,JP,362528.199
CA,AT,359.06
CH,AT,15020.087
BM,AT,0.076
5J,JP,157.1
5J,JP,10414.101
BO,AT,0.397
4L,5A,72045.873
2N,5A,3.773
BN,AT,0.043
BR,AT,197.062
BT,AT,5.308
BS,AT,31.736
BB,AT,1.343
3C,5A,1463.37
BA,AT,257.461
BE,AT,685.684
BD,AT,32.343
1W,IE,59.712
BG,AT,364.876
BF,AT,12.289
BI,AT,24.352
BH,AT,237.28
AM,AT,33.75
AL,AT,125.15
2Z,5A,113.077
AO,AT,111.491
AU,AT,240.689
AR,AT,9.996
5J,5A,1724920.847
AZ,AT,1.133
1C,5A,37807.665
2W,5A,0.022
AZ,5A,7.075
BA,5A,1.0
BB,5A,104.284
FR,AT,15096.825
BD,5A,55.6
GR,5A,72.692
CW,5A,85.002
BS,IE,187.948
AR,5A,53.147
GG,5A,8523.713
GB,AT,8209.09
GA,AT,47.474
AT,5A,2102.503
GH,5A,3.148
CN,5A,322.224
CA,IE,2344.902
AU,5A,12444.61
GI,5A,292.037
CO,5A,37.985
GE,AT,44.306
AW,5A,1.0
DZ,AT,3.769
AL,5A,2.0
BM,IE,420.502
DO,AT,2.158
AM,5A,1.758
GB,5A,368943.961
CH,5A,5156.672
BH,IE,9.105
EE,AT,33.701
BG,IE,27.177
EC,AT,65.792
AO,5A,0.072
GE,5A,8.169
CL,5A,-85.47
5R,5A,1578973.515
FI,5A,1987.871
BZ,5A,7.916
BR,IE,51.121
AD,5A,15.641
FJ,5A,0.072
ES,AT,5510.512
EG,AT,144.125
AE,5A,8138.078
CA,5A,535.852
AF,5A,2.0
FO,5A,0.155
FI,AT,844.871
AI,5A,8.008
FR,5A,43509.057
EE,5A,127.004
BR,5A,153.22
CY,AT,569.107
EG,5A,147.019
BS,5A,127.07
AZ,IE,3.537
CW,AT,21.907
5K,5A,1313033.672
ES,5A,7850.112
5M,5A,10808.227
AU,IE,1092.806
CZ,AT,15174.838
BM,5A,1300.129
BE,IE,14059.827
DE,AT,39320.709
DZ,5A,7.0
BB,IE,0.305
DK,AT,1146.29
5C,5A,321103.515
BG,5A,2.867
CL,AT,13.499
DE,5A,50677.802
BH,5A,14.908
CI,AT,133.291
CN,AT,569.468
5J,AT,99980.012
DK,5A,2021.837
CM,AT,21.744
AT,IE,2287.665
BB,5A,51.295
5J,5A,267134.485
AR,IE,0.467
4U,5A,8143.5
CW,5A,0.002
CR,AT,1.701
1C,AT,7.947
CO,AT,7.557
CV,AT,15.627
4W,5A,29275.228
CY,5A,98.454
BE,5A,442.386
4Y,5A,57277.018
CZ,5A,108.057
CU,AT,3.105
CO,5A,26.0
AU,5A,300.446
JO,AT,0.867
JM,AT,0.277
5J,5A,41078.682
5J,5A,36438.897
AZ,5A,3.003
KE,AT,21.094
4T,5A,97327.661
CU,5A,1.0
JP,AT,163.807
AE,IE,1087.758
KH,AT,16.111
CL,5A,8.0
KG,AT,1.89
AR,5A,3.0
CN,5A,9803.861
AT,5A,194.753
KN,AT,0.182
IM,AT,1.473
IL,AT,47.961
AI,5A,8.008
IQ,AT,0.507
IN,AT,124.784
CH,5A,13285.15
5K,5A,217460.891
IS,AT,0.267
5M,5A,62.327
5R,5A,234935.28
IR,AT,0.007
JE,AT,20.712
4L,5A,265833.409
CA,5A,29519.11
AE,5A,1125.668
IT,AT,4972.26
HK,AT,1441.984
BR,5A,5182.155
HR,AT,3050.075
5J,FR,24421.0
BS,5A,294.67
HN,AT,74.269
HU,AT,4935.938
3C,5A,2631.915
IE,AT,3431.144
BM,5A,197.555
ID,AT,313.011
BN,5A,0.163
BE,5A,8170.73
4W,5A,2012.47
GH,AT,276.485
4Y,5A,4154.369
GG,AT,177.78
BG,5A,10.108
5C,5A,34501.918
BH,5A,138.582
GI,AT,3.08
4T,5A,6961.684
GT,AT,11.382
2Z,5A,19213.322
BB,5A,5.914
GR,AT,70.175
BD,5A,14.15
4U,5A,719.268
TW,5A,117.85
MU,AT,118.668
TZ,5A,6.079
MT,AT,378.029
UA,5A,178.04
UG,5A,27.005
MV,AT,8.765
TM,5A,0.294
MY,AT,21.093
TN,5A,4.08
MX,AT,90.794
TR,5A,505.291
5J,IE,161265.826
TT,5A,6.005
MZ,AT,38.645
MH,AT,3.471
5J,IE,320760.065
TD,5A,0.001
MG,AT,0.006
TG,5A,1.0
5J,IE,482025.891
TH,5A,363.269
ML,AT,3.414
MK,AT,320.16
SX,5A,7.848
MN,AT,122.945
MM,AT,5.059
SZ,5A,30.602
TC,5A,61.257
MO,AT,0.04
LT,AT,95.27
5J,5A,3594287.358
5J,5A,3019697.718
LV,AT,98.774
LU,AT,5834.72
SV,5A,0.026
MA,AT,1.658
SK,5A,11.347
LY,AT,0.002
SL,5A,1.0
ME,AT,101.424
SM,5A,0.007
MD,AT,23.422
SN,5A,0.495
SC,5A,185.373
KW,AT,131.488
SD,5A,1.016
KR,AT,4.508
SE,5A,2845.495
LA,AT,76.52
SG,5A,3871.945
KZ,AT,14.229
KY,AT,86.31
SI,5A,0.123
RS,5A,5.256
RU,5A,107.961
LB,AT,0.721
RW,5A,0.613
LK,AT,130.582
5J,5A,558327.556
SA,5A,1761.579
5J,5A,16262.084
LI,AT,4944.952
SC,AT,11.076
AO,AT,111.491
PY,5A,0.317
SA,AT,181.961
QA,5A,990.638
SE,AT,1185.825
RO,5A,14.553
SD,AT,0.547
AR,AT,9.585
PK,5A,130.19
SI,AT,1951.34
PL,5A,131.604
SG,AT,666.206
AU,AT,204.547
SL,AT,0.006
BA,AT,203.595
PT,5A,168.149
SK,AT,2903.251
AZ,AT,1.098
PE,5A,27.643
PT,AT,202.645
PF,5A,0.035
PG,5A,1.723
QA,AT,590.273
AE,AT,470.181
PH,5A,328.772
PY,AT,3.022
AD,AT,0.362
NP,5A,5.849
RS,AT,1980.659
NZ,5A,249.296
ZA,US,57.0
RO,AT,3720.495
OM,5A,167.628
RW,AT,3.297
AM,AT,29.632
PA,5A,518.246
RU,AT,403.209
AL,AT,85.374
PE,AT,16.717
VN,US,40.0
NG,5A,676.994
PA,AT,2.171
NI,5A,11.392
PG,AT,32.467
NL,5A,8529.949
NO,5A,1123.318
PK,AT,4.194
MZ,5A,1.481
PH,AT,37.184
VE,US,1284.0
PL,AT,5206.913
MU,5A,500.629
NG,AT,1.057
MV,5A,7.401
MW,5A,1.0
NL,AT,9771.104
UY,US,1421.0
MX,5A,180.691
NI,AT,15.012
MY,5A,391.324
TT,US,153.0
MN,5A,7.761
NP,AT,0.003
TW,US,3342.0
MO,5A,12.473
NO,AT,187.465
MR,5A,0.656
OM,AT,10.372
MT,5A,344.823
NZ,AT,2.476
